以下	いか, いげ	not exceeding, and downward, ... and below / below (e.g. standard), under (e.g. a level) / the below-mentioned, the following, the rest
法	のり	rule, law, regulation / model, pattern / teachings of Buddha, Buddhist doctrine / transverse measurement, measurement across / side-slope, slope
関数	かんすう	function / function (programming)
問題	もんだい	question (e.g. on a test), problem / problem (e.g. societal, political), question, issue, subject (e.g. of research), case, matter / question (i.e. doubt) / public discussion, controversy / trouble, problem, inconvenience, difficulty
もの	もの	indicates reason or excuse / indicates dissatisfaction, indicates desire to be pampered or indulged
か	か	indicates a question / or, whether or not / some- (e.g. something, someone) / hmm, huh / very / -al, -ial, -ic, -ical, -ish, -y / in that way
い	い	strengthens a question, assertion, etc.
方法	ほうほう	method, process, manner, way, means, technique
でも	でも	but, however, though, nevertheless, still, yet, even so, also, as well / even / however, no matter how, even if, even though / ... or something / either ... or ..., neither ... nor ... / pseudo-, quack, in-name-only / for lack of anything better to do
しま	しま	four-of-a-kind
定める	さだめる	to decide, to determine / to establish, to lay down, to prescribe, to provide, to stipulate / to bring peace (to), to make peaceful
意味	いみ	meaning, significance, sense
なければならない	なければならない	have to do, must, should, ought to
これ	これ	hey, oi, come on, look, listen
ない	ない	not / emphatic suffix
日本	にほん, にっぽん	Japan
数	しばしば	often, again and again, frequently, repeatedly
係る	かかる	to be the work of, to be the result of, to be done by / to concern, to affect, to involve, to relate to
行	ぎょう	line (of text), row, verse / carya (austerities) / samskara (formations) / semi-cursive style (of writing Chinese characters), running style
ば	ば	if ... then, when / and / why don't you...? / the more (one does something) / because, since
いて	いて	archer, shooter, bowman
登記	とうき	registry, registration
しない	しない	in the city, within the city
法律	ほうりつ	law
額	がく	(picture) frame, framed picture / amount (esp. of money), sum
でき	でき	workmanship, craftsmanship, execution, finish / grades, results, score, record / quality (e.g. of a crop) / dealings, transactions
ません	ません	not
前後	ぜんご	front and rear, front and back, before and behind, back and forth / before and after / around, about, approximately / order, context / consequences / just when, around the time of / inversion, reversion, getting out of order / co-occurring, happening at the same time
しかし	しかし	however, but
同じ	おなじ, おんなじ	same, identical, equal, uniform, equivalent, similar, common (origin), changeless, alike / anyway, anyhow, in either case
シ	シ	ti (7th note of a major scale in movable-do solfège), si / B (note in the fixed-do system)
まで	まで	until (a time), till, to, up to / to (a place or person), as far as / to (an extent), up to, so far as, even / only, merely
とする	とする	to try to ..., to be about to do ... / to decide to ... / to take as, to treat as, to regard as / to use for / to suppose that (such) is the case, to assume / to decide that, to think that / to make into, to change into / to feel (e.g. after sound symbolism or psychological experience word), to look, to feel like / to intend, to have the intention
なり	なり	or something, for instance ... (though there are other suitable options) / ... or ... / as soon as, right after / while still, with previous state still in effect
使	し	messenger / police and judicial chief (Heian and Kamakura periods) / klesha (polluting thoughts such as greed, hatred and delusion, which result in suffering)
次	つぎ	next, following, subsequent / stage, station
ました	ました	right under, directly below
ニ	ニ	4th in a sequence denoted by the iroha system, 4th note in the diatonic scale (used in key names, etc.)
言	げん, こと	word, remark, statement
節	せつ	occasion, time / section (of a literary work or piece of music), passage, paragraph, verse, stanza / clause / season, term / one's principles, integrity / node (of a plant stem) / (taxonomical) section / knot (nautical mile per hour)
なる	なる	that is in / who is called, that is called / that is / I see
できる	できる	to be out of, to have no more at hand
ために	ために	for, for the sake of, to one's advantage, in favor of, in favour of, on behalf of / because of, as a result of
における	における	in, at, on, as for, regarding, with regards to
型	かた, がた	type, style, model, pattern / mold, mould, model, pattern, template, impression / kata (set sequence of positions and movements in martial arts), style (in kabuki, noh, etc.), form / convention, tradition, (standard) form, formula, usage / (set) size, inches (in sizes of displays, disks, image sensors, etc.) / (taxonomical) form
なお	なお	still, yet / more, still more, greater, further / as ..., like ... / furthermore, in addition, moreover, note that ...
前	さき	point, tip, end, nozzle / head (of a line), front / first, before, ahead (of) / (the way) ahead, beyond / future / previous, prior, former, recent, last / destination, address, place where you do something / rest (e.g. of a story), continuation, remaining part / the other party
例	れい	custom, practice, habit, usual / said, aforementioned / instance, example, case, illustration, usage / precedent
値	あたい	price, cost / value, worth, merit / value
事項	じこう	matter, item, facts
語	ご	word / language / speech
となる	となる	to become, to be
指定	してい	designation, specification, assignment, appointment, pointing at
だ	だ	be, is / did, (have) done / please, do
章	しょう	chapter, section / medal, badge, insignia
二	に, ふた, ふ, ふう	two, 2
ウ	ウ	cormorant (Phalacrocoracidae spp.)
請求	せいきゅう	claim, demand, charge, application, request, billing (for a service)
式	しき	equation, formula, expression / ceremony / style / enforcement regulations (of the ritsuryō)
後	あと	behind, rear / after, later / remainder, the rest / more (e.g. five more minutes), left / also, in addition / descendant, successor, heir / after one's death / past, previous
ような	ような	like, similar to / (I) think (that), (I) have a feeling (that) / feels like, feels similar to, feels as if
すると	すると	thereupon, hereupon
せ	せ	so, really, seeming
ア	ア	ah, oh / hey!
なので	なので	because, as, since
方	かた	direction, way / person, lady, gentleman / method of, manner of, way of / care of ... / person in charge of ... / side (e.g. "on my mother's side")
受け	うけ, ウケ	popularity, favour, favor, reception / defense, defence, reputation / agreement / receiver of technique (e.g. in martial arts) / submissive partner of a homosexual relationship
掲げる	かかげる	to put up (a notice, sign, etc.), to hang out (e.g. a banner), to fly (e.g. a flag), to hoist, to raise, to display / to hold up high, to raise overhead / to tout (a principle, plan, etc.), to herald, to hold up (an ideal), to parade (e.g. a slogan) / to publish, to print, to carry (e.g. an article) / to tuck up (e.g. sleeves), to roll up / to stoke (a fire), to fan (a flame)
以上	いじょう	not less than, ... and over, ... and above, ... and upwards, ... or more / beyond (e.g. one's expectations), above, more than, further than / above-mentioned, aforementioned, foregoing / since ..., seeing that ..., now that ..., once ... / that's all, that is the end, the end
文	ふみ	letter, writings
より	より	than / from, out of, since, at, on / except, but, other than / more
考え	かんがえ	thinking, thought, view, opinion, concept / idea, notion, imagination / intention, plan, design / consideration, judgement, deliberation, reflection / wish, hope, expectation
変更	へんこう	change, modification, alteration, revision, amendment
改正	かいせい	revision, amendment, alteration
内容	ないよう	contents, content, substance, matter, detail, import
計算	けいさん	calculation, reckoning, count / forecast
だけ	だけ	only, just, merely, simply, no more than, nothing but, alone / as much as, to the extent of, enough to
各	かく	each, every, all
との	との	feudal lord / mansion, palace
ただし	ただし	but, however, provided that
定義	ていぎ	definition
第一	だいいち	first, foremost, number one / most important / best, greatest, most / above all, besides, in any case, to begin with
的	てき	-ical, -ive, -al, -ic, -y / -like, -ish, -sort of, -kind of / (something) like, along the lines of / -wise, in terms of, for, from the viewpoint of, from a ... standpoint, as far as ... is concerned / Mr., Ms., Mrs.
いた	いた	board, plank / sheet (of metal), plate (of glass), pane, slab / cutting board, chopping board / chef (esp. of high-end Japanese cuisine), cook / stage (i.e. at a theatre)
点	ちょぼ, チョボ	dot, point, mark / gidayū musicians (in kabuki)
使用	しよう	use, application, employment, utilization, utilisation
表示	ひょうじ	indication, expression, showing, manifestation, demonstration / display, displaying / representation / (copyright) attribution
ファイル	ファイル	file (for holding papers) / file (collection of documents), filing, keeping on file / file
多く	おおく	many, much, plenty, a lot / majority (of), greater part (of) / mostly, mainly, chiefly, usually, often
取り	とり	taking, taker, collecting, collector, remover, removal / last performer of the day (usu. the star performer), last performance of the day / active partner (e.g. in judo demonstration) / emphatic or formal prefix
イ	イ	1st in a sequence denoted by the iroha system, 1st note in the diatonic scale (used in key names, etc.)
期間	きかん	period, term, interval
これら	これら	these
間	あいだ, あわい	space (between), gap, interval, distance, stretch / period of time (during, while), duration, interval / between (two parties or things) / among (a group) / relations (between), relationship / midpoint, average, halfway, middle ground / due to, because of
られる	られる	indicates passive voice (incl. the "suffering passive") / indicates the potential form / indicates spontaneous occurrence / used as an honorific for others' actions
ように	ように	in order to (e.g. meet goal), so that, take care (so as) / hoping or wishing for something
行う	おこなう	to perform, to do, to conduct oneself, to carry out
内	うち	inside, within / while (e.g. one is young), during, within (e.g. a day), in the course of / among, amongst, (out) of, between / in (secret, chaos, poverty, etc.), amidst, with (e.g. success) / within oneself, one's feelings, inner thoughts / we, our company, our organization / one's home, one's family / my spouse, my husband, my wife / signed on behalf of (husband's name) by his wife / I, me / imperial palace grounds / emperor
対して	たいして	for, in regard to, per
関係	かんけい	relation, relationship, connection / participation, involvement, concern / influence, effect / sexual relations, sexual relationship / related to, connected to
前項	ぜんこう	preceding clause, previous paragraph / antecedent (of a ratio)
デ	デ	of (indicates possessive)
見	み	looking, viewing / (please) try (to)
のように	のように	like, similar to / as with, in the same way
パ	パ	pas (ballet step)
同	どう	the same, the said / likewise
マ	マ	for real
にも	にも	also, too, not ... either, as well, even / (it's not possible) no matter what, although one might wish otherwise
一	いち	one, 1 / best / first, foremost / beginning, start / a (single), one (of many) / ace (playing card) / bottom string (on a shamisen, etc.)
ここ	ここ	here, this place / this point, here, now / these past ... (e.g. three years), these last ... / the next ... (e.g. few days), these next ...
カ	カ	mosquito
判例	はんれい	(judicial) precedent
結果	けっか	result, consequence, outcome, effect / coming to fruition, bearing fruit / as a result, consequently, therefore
きない	きない	during a period, while
われ	われ	I, me / oneself / you / prefix indicating familiarity or contempt
多い	おおい	many, numerous, a lot / large amount of, large quantity of, a lot, much / frequent, common
対する	たいする	to face (each other), to be facing / to be directed toward (the future, etc.), to be in response to, to be related to / to receive (a client, etc.) / to compare with, to contrast with, to be in opposition with, to be opposed to / to confront, to oppose, to compete with
手続	てつづき	procedure, process, proceedings, formalities
以外	いがい	with the exception of, excepting, excluding
たとえば	たとえば	for example, for instance, e.g.
あっ	あっ	ah, oh / hey!
つ	つ	indicates two contrasting actions / indicates possessive (often found in place names and compound words)
文字	もじ, もんじ	letter (of alphabet), character / writing
権利	けんり	right, privilege
出	で	coming out, going out, outflow, efflux, rising (of the Sun or the Moon) / attending (work), appearing (on stage), one's turn to go on / start, beginning / origins, background, person (or item) originating from ..., graduate of ..., native of ..., member of ... (lineage) / architectural member that projects outward / highest point of the stern of a ship / amount (comprising something), amount of time or effort required to do something
レ	レ	re (2nd note of a major scale in movable-do solfège), ray / D (note in the fixed-do system)
これは	これは	as for this / hey there, see here, I say
情報	じょうほう	information, news, report, intelligence / information (data contained in characters, signals, code, etc.)
教科書	きょうかしょ	textbook, coursebook, schoolbook
なら	なら	if, in case, if it is the case that, if it is true that / as for, on the topic of / if that's the case, if so, that being the case / if possible, if circumstances allow
作成	さくせい	making (a report, plan, contract, etc.), drawing up, writing out, preparing, creating (a file, website, account, etc.)
ゲ	ゲ	exclamation of surprised disappointment, disgust, or worry (yuck, ick, ack, eeew, crap!, blech, gross)
名	な	name, given name / title / fame, renown, reputation / pretext, pretense, justification, appearance
準用	じゅんよう	to apply (the law) with necessary modifications, to apply mutatis mutandis, to apply correspondingly
定め	さだめ	law, rule, regulation, provision, decision, appointment, arrangement, agreement / destiny, fate, karma
行為	こうい	act, deed, conduct
本	もと	origin, source / base, basis, foundation, root / cause / ingredient, material, base, mix, stock / (someone's) side, (someone's) location / original cost (or capital, principal, etc.) / (plant) root, (tree) trunk / first section of a waka / counter for blades of grass, tree trunks, etc., and for falcons (in falconry) / handle (chopsticks, brush, etc.), grip
時	とき	time, hour, moment / occasion, case / chance, opportunity, season / the times, the age, the day / tense
会社	かいしゃ	company, corporation / workplace
決定	けってい	decision, determination
第二	だいに	second
目的	もくてき	purpose, goal, aim, objective, intention
試験	しけん	examination, exam, test / trial, experiment, test
令	れい	command, order, dictation / nth year in the Reiwa era (May 1, 2019-)
または	または	or, either ... or ...
事	こと, こん	thing, matter / incident, occurrence, event, something serious, trouble, crisis / circumstances, situation, state of affairs / work, business, affair / after an inflectable word, creates a noun phrase indicating something the speaker does not feel close to / nominalizing suffix / pretending to ..., playing make-believe ... / alias, also known as, otherwise known as, or / necessity, need / you should ..., I advise that you ..., it's important to ...
部分	ぶぶん	portion, section, part
平成	へいせい	Heisei era (1989.1.8-2019.4.30)
ください	ください	please (give me) / please (do for me)
三	さん, み	three, 3
円	えん	yen (Japanese monetary unit) / circle
若しくは	もしくは	or, otherwise
国	くに	country, state / region / national government, central government / home (i.e. hometown, home country) / province (of Japan) / land, earth
分	ふん	minute (unit of time) / fun (one tenth of a monme, 5.787 grains)
得	とく	profit, advantage, benefit, gain / rebirth in paradise, entering nirvana
業務	ぎょうむ	business, affairs, duties, work, procedure, task, action, function, (business) operations, operational
実行	じっこう	execution (e.g. of a plan), carrying out, practice, action, implementation, fulfillment, realization
管理	かんり	control, management (e.g. of a business)
ていない	ていない	grounds, premises
種類	しゅるい	variety, kind, type, category / counter for kinds, species, etc.
申請	しんせい	application, request, petition
説明	せつめい	explanation, exposition, description, account, caption, legend
もし	もし	excuse me! (when calling out to someone)
表	おもて	surface / face (i.e. the visible side of an object) / front (of a building, etc.), obverse side (i.e. "head") of a coin / outside, exterior / appearance / public / first half (of an inning), top (of an inning) / cover (for tatami mats, etc.) / foreground / Omotesenke school of tea ceremony
特定	とくてい	specific, particular, designated, special / specifying, designating, identifying, pinpointing
たち	たち	mansion, palace, manor house, castle / nobleman, noblewoman, dignitary / cabin (on a boat, carriage, etc.)
させる	させる	to make (someone) do / to allow (someone) to do
時間	じかん	time / hour / period, class, lesson
変数	へんすう	variable
目	め	eye, eyeball / eyesight, sight, vision / look, stare, gaze, glance / notice, attention, observation, eyes (of the world, public, etc.) / an experience / viewpoint / discrimination, discernment, judgement, eye (e.g. for quality) / appearance / chance to succeed, possibility / spacing (between crossed strands of a net, mesh, etc.), opening, stitch, texture, weave / grain (of wood) / eye (of a storm, needle, etc.) / intersection (on a go board), square (on a chess board) / dot (on a dice), pip, rolled number / graduation, division (of a scale) / tooth (of a saw, comb, etc.) / ordinal number suffix / somewhat, -ish / point (e.g. of change)
基準	きじゅん	standard, basis, criterion, norm, reference, datum
そして	そして	and, and then, thus, and now, and finally
一部	いちぶ	one part, one portion, one section, some / one copy (e.g. of a document)
事業	じぎょう, ことわざ	project, enterprise, business, industry, operations, venture, service / act, deed, conduct
存在	そんざい	existence, being, presence
お	お	oh! (expression of slight surprise)
登録	とうろく	registration, accession, register, entry, record
株式会社	かぶしきがいしゃ	stock company, corporation, kabushiki kaisha, KK
言語	げんご, ごんご, げんきょ	language
理由	りゆう, わけ	reason, pretext, motive
適用	てきよう	applying (e.g. a technology), adoption
利用	りよう	use, utilization, utilisation, application
高校	こうこう	senior high school, high school
株式	かぶしき	share (in a company), stock
つの	つの	horn, antler / antenna, feeler, tentacle (e.g. of a snail) / horn-like projection (e.g. peaks of whipped cream)
大学	だいがく	university, college / former imperial university of Japan (established under the ritsuryō system for the training of government administrators) / the Great Learning (one of the Four Books)
つまり	つまり	that is to say, that is, in other words, I mean, that (this, it) means / in short, in brief, to sum up, ultimately, in the end, in the long run, when all is said and done, what it all comes down to, when you get right down to it, basically / clogging, obstruction, stuffing, (degree of) blockage / shrinkage / end, conclusion / dead end, corner / distress, being at the end of one's rope
標準	ひょうじゅん	standard, level, norm
系	けい	system, lineage, group / corollary / system (range of strata that correspond to a particular time period) / (taxonomical) series
それぞれ	それぞれ	each, respectively
物	もの, もん, モノ	thing, object, article, stuff, substance / one's things, possessions, property, belongings / things, something, anything, everything, nothing / quality / reason, the way of things / used to emphasize emotion, judgment, etc., used to indicate a common occurrence in the past (after a verb in past tense), used to indicate a general tendency, used to indicate something that should happen / item classified as ..., item related to ..., work in the genre of ... / cause of ..., cause for ... / somehow, somewhat, for some reason / really, truly
このよう	このよう	like this, this sort, this way
形	かたち, よう	form, shape, figure / visage
特例	とくれい	special case, exception
対	たい	opposite, opposition / versus, vs., v. / to (e.g. "winning a game five to three") / equal footing, equal terms / against ..., anti-, toward ..., to ...
命令	めいれい	order, command, decree, directive / (software) instruction, statement
契約	けいやく	contract, compact, agreement
処分	しょぶん	disposal, throwing away, selling off / dealing with (a problem), measure / punishment, penalty / putting down (e.g. diseased animal)
ハ	ハ	third in a sequence denoted by the iroha system, third note in the diatonic scale (used in key names, etc.)
記述	きじゅつ	description, account
知	ち	wisdom / jnana (higher knowledge)
英語	えいご	English (language)
ましょう	ましょう	I'll / let's / probably
ラ	ラ	la (6th note of a major scale in movable-do solfège), lah / A (note in the fixed-do system)
水	みず, み	water (esp. cool, fresh water, e.g. drinking water) / fluid (esp. in an animal tissue), liquid / flood, floodwaters / water offered to wrestlers just prior to a bout / break granted to wrestlers engaged in a prolonged bout
たの	たの	indicates emotion, admiration, emphasis, etc.
第三	だいさん	the third
ことに	ことに	especially, particularly, unusually, above all / additionally
発生	はっせい	occurrence, incidence, outbreak, birth (e.g. of civilization) / generation (of power, heat, etc.), production / ontogeny, development, growth, breeding
んで	んで	that being the case, because of ..., the reason is ..., given that ...
関連	かんれん	relation, connection, relevance
義務	ぎむ	duty, obligation, responsibility
数学	すうがく	mathematics
ソ	ソ	so (5th note of a major scale in movable-do solfège), soh / G (note in the fixed-do system)
ではな	ではな	projecting part (of a headland, etc.) / moment of departure, (on the) point of going out / outset, start, beginning
および	および	and, as well as
とか	とか	and the like, such as, among other things, and so on / or something, something like, a (certain) / I hear that ..., people say that..., rumour has it that ... / or something, something like, or whatever
だろう	だろう	seems, I think, I guess, I wonder, I hope / right?, don't you agree?, I thought you'd say that!
確認	かくにん	confirmation, verification, validation, review, check, affirmation, identification
め	め	no!, don't!, tsk!
力	ちから	force, strength, might, vigour, vigor, energy / capability, ability, proficiency, capacity, faculty / efficacy, effect / effort, endeavours, endeavors, exertions / power, authority, influence, good offices, agency / support, help, aid, assistance / stress, emphasis / means, resources
ず	ず	s (pluralizing suffix), es / 's (possessive suffix), s', es'
土地	とち, どおじ, どじ, どち	plot of land, lot, soil / locality, region, place
制限	せいげん	restriction, restraint, limitation, limit
ており	ており	handwoven, handspun, weaving by hand
それ	それ	there!, look! / go on!, right!, here goes!
届出	とどけで	report, notification
個	こ, コ	counter for articles / counter for military units / individual
ではない	ではない	is not, am not, are not
薬理学	やくりがく	pharmacology
有する	ゆうする	to have, to possess, to own, to be endowed with
問	とい	question, query
読み	よみ	reading / reading (of a kanji, esp. kun reading) / reading (e.g. of a situation), insight, judgment, interpretation, prediction, calculation
いう	いう	to do up (hair), to dress, to arrange / to tie, to bind, to fasten, to make (a fence)
使う	つかう	to use (a tool, method, etc.), to make use of, to put to use / to use (a person, animal, puppet, etc.), to employ, to handle, to manage, to manipulate / to use (time, money, etc.), to spend, to consume / to use (language), to speak
でしょう	でしょう	it seems, I think, I guess, I wonder / right?, don't you agree?
含む	ふくむ, くくむ	to contain, to comprise, to have, to hold, to include, to embrace / to hold in the mouth / to bear in mind, to understand, to harbor (grudge, etc.), to harbour / to express (emotion, etc.), to imply
すべて	すべて	everything, all, the whole / entirely, completely, wholly, all
昭和	しょうわ	Shōwa era (1926.12.25-1989.1.7) / reminiscent of the Shōwa era, Shōwa-nostalgic, old-fashioned, quaint, old-school
み	み	-ness (as in sweetness), -th (as in warmth) / -ness (as in deepness, weakness), -th (as in depth) / alternating between ... and ...
対応	たいおう	correspondence (to), equivalence / suitability, coordination, matching, being appropriate (for) / dealing with, coping with, handling, response, reception, reaction / compatibility (with technology, software, etc.), capability, support (for)
範囲	はんい	extent, scope, sphere, range, span
通知	つうち	notice, notification, report, posting / notification (on a smartphone, PC, etc.)
をして	をして	indicates patient of a causative expression
状態	じょうたい	state, condition, situation, appearance, circumstances
要素	ようそ	component, factor, item (e.g. in list) / element (e.g. in array), member (e.g. data structure)
場所	ばしょ	place, location, spot, position / room, space / basho, wrestling tournament
プログラム	プログラム	program (of events, music, etc.), programme / program (booklet), brochure, pamphlet / (computer) program, programming
四	し, よん, よ	four, 4
現在	げんざい	the present, present time, now / as of / present tense / this world, this life / to actually exist, to exist right now, to exist right in front of one
べき	べき	should, must, ought to
アメリカ	アメリカ	(United States of) America, United States, US, USA / America (land mass), the Americas
記載	きさい	mention (in a document), record, entry, statement, listing
処理	しょり	processing, dealing with, treatment, disposition, disposal
のうち	のうち	agricultural land, farmland
