中心	ちゅうしん	center, centre, middle, heart, core, focus, pivot, emphasis, balance / -centered, -centred, -focused, -oriented, centered on, focused on
研究	けんきゅう	study, research, investigation
終了	しゅうりょう	end, close, termination
区域	くいき	limits, boundary, domain, zone, sphere, territory / area (e.g. in programming languages)
がそ	がそ	picture element, image pixel, PEL
認定	にんてい	authorization, authorisation, acknowledgment, acknowledgement, certification, recognition
ほとんど	ほとんど	almost, nearly, mostly, practically, virtually, basically, just about, all but / hardly, barely, scarcely, little / large majority, large proportion, greater part, most (of), almost all (of)
求める	もとめる	to want, to wish for / to request, to demand, to require, to ask for / to seek, to search for, to look for, to pursue (pleasure), to hunt (a job) / to purchase, to buy
停止	ていし, ちょうじ	stoppage, coming to a stop, halt, standstill / ceasing (movement, activity, etc.), suspension (of operations), interruption (e.g. of electricity supply), cutting off / suspension (of payment, a licence, etc.), (temporary) prohibition, ban / suspension of music, dance, etc. as a sign of mourning for a prominent person
一般に	いっぱんに	generally, in general, widely, commonly, universally
参考書	さんこうしょ	reference book
社員	しゃいん	company employee / member of a corporation, company stockholder (esp. in legal contexts)
弁済	べんさい	repayment, settlement (of a debt), paying off, reimbursement (of expenses)
施設	しせつ	institution, establishment, facility / home (for elderly, orphans, etc.)
厚生労働省	こうせいろうどうしょう	Ministry of Health, Labour and Welfare
名称	めいしょう	name, title
状況	じょうきょう	state of affairs, situation, conditions, circumstances
効果	こうか	effect, effectiveness, efficacy, result / effects (e.g. sound effects, visual effects, special effects)
規則	きそく	rule, regulation
理論	りろん	theory
長さ	ながさ	length
設備	せつび	equipment, facilities, installation, accommodations, conveniences, arrangements
山	やま	mountain, hill / mine (e.g. coal mine) / heap, pile / crown (of a hat), thread (of a screw), tread (of a tire), protruding part of an object, high part / climax, peak, critical point / guess, speculation, gamble / criminal case, crime / mountain climbing, mountaineering / festival float (esp. one mounted with a decorative halberd) / deck (of playing cards on table, face down, from which cards are drawn), stack / wall, wall tile / temple, temple grounds / wild
事由	じゆう	reason, cause
委任	いにん	entrusting, charge, delegation, authorization
込み	こみ, コミ	including, inclusive of / komi, extra points given to the white player as compensation for playing second (in go)
保全	ほぜん	preservation, integrity, conservation, maintenance
機関	からくり	mechanism, machinery, contrivance, device / trick, dodge / mechanical doll, string puppet
テンプレ	テンプレ	template / run of the mill, formulaic
扱う	あつかう	to deal with (a person), to treat, to handle, to take care of, to entertain / to deal with (a problem), to handle, to manage / to operate (e.g. a machine), to handle, to work / to deal in, to sell / to cover (a topic), to treat, to discuss, to take up / to treat A as B / to mediate (an argument) / to be too much for one, to find unmanageable / to gossip
家	いえ	house, residence, dwelling / family, household / lineage, family name
世紀	せいき	century / era / of the century (e.g. fight of the century)
定款	ていかん	articles of incorporation, company statute
際	きわ, ぎわ	edge, brink, verge, side / time, moment of
単に	たんに	simply, merely, only, solely
呼ばれる	よばれる	to be called (a name), to be referred to (as) / to be treated to something (e.g. a meal), to be invited to
公式	こうしき	official, formal / formula (e.g. mathematical) / official (social media) account (of a company, organization, etc.)
プログラミング	プログラミング	programming, programing
検定教科書	けんていきょうかしょ	authorized textbook, authorised textbook
保存	ほぞん	preservation, conservation, storage, maintenance / saving (e.g. to disk)
区分	くぶん	division, section, demarcation, partition, segmentation, subdivision, (traffic) lane, compartment, classification, sorting
スト	スト	strike (i.e. industrial action)
不動産	ふどうさん	real estate
呼ぶ	よぶ	to call out (to), to call, to invoke / to summon (a doctor, etc.) / to invite / to designate, to name, to brand / to garner (support, etc.), to gather / to take as one's wife
最も	もっとも, もとも	most, extremely
例文	れいぶん	example sentence, illustrative sentence, model sentence
ち	ち	blood / blood, ancestry, lineage, stock / (the) blood, feelings, passions
全部	ぜんぶ	all, entire, whole, altogether
分子	ぶんし	numerator / molecule / member, element
反応	はんのう, はんおう	reaction, response
テスト	テスト	examination, quiz, test / test, tryout, trial / rehearsal (in filming)
取締役	とりしまりやく	company director, board member
並びに	ならびに	and (also), both ... and, as well as
編集	へんしゅう	editing, compilation
色	いろ	colour, color, hue, tint, tinge, shade / complexion, skin colour, skin color / look (on one's face), expression / appearance, air, feeling / personality, character / tone (of one's voice, etc.), tune, sound, ring / love, lust, sensuality, love affair / lover, paramour / beauty, sexiness, physical appeal / kind, type, variety
基本	きほん	basics, fundamentals, basis, foundation
環境	かんきょう	environment, circumstance
障害	しょうがい	obstacle, impediment, hindrance, barrier, difficulty / disorder, defect, disability, handicap, impairment, dysfunction / steeplechase / obstacle race, steeplechase (athletics)
世界	せかい	the world, society, the universe / sphere, circle, world / world-renowned, world-famous / realm governed by one Buddha, space
たも	たも	Japanese ash, Manchurian ash
限る	かぎる	to restrict, to limit, to confine / to be restricted to, to be limited to, to be confined to / to be best (for), to be the best plan, to be the only way (to)
取引	とりひき	transactions, dealings, business
彼	あれ, あ, アレ	that, that thing / that person / then, that time / that place (over there) / down there (i.e. one's genitals) / period, menses
技術	ぎじゅつ	technology, engineering / technique, skill / art, craft
温度	おんど	temperature
とある	とある	according to, reads, reading, is written, says, states
違い	ちがい	difference, distinction, discrepancy / mistake, error
訳	わけ	conclusion from reasoning, judgement or calculation based on something read or heard, reason, cause, meaning, circumstances, situation
文書	ぶんしょ, もんじょ, ぶんじょ	document, writing, letter, papers, notes, records, archives / document addressed to someone
資産	しさん	property, fortune, means, assets
かって	かって	one's own convenience, one's way, selfishness / surroundings, environment, way of doing things / convenience, ease of use / financial circumstances, living, livelihood / kitchen / right hand (in archery), hand that pulls the bowstring / unauthorised (e.g. phone app, WWW site), unofficial
実際	じっさい	reality, actuality, truth, fact, actual conditions / practice (as opposed to theory) / truly, really, indeed, actually / bhutakoti (limit of reality)
来	らい	next (year, spring, etc.), coming / since (e.g. last month), for (e.g. 20 years)
波	なみ	wave / ups and downs
物理	ぶつり	laws of nature, physical laws / physics
立つ	たつ	to stand, to rise, to stand up / to find oneself (e.g. in a difficult position) / to depart (on a plane, train, etc.)
ないと	ないと	have to (verb), must (verb) / is indispensable, absolutely necessary
無	む	nothing, naught, nought, nil, zero / un-, non-
組織	そしき, そしょく	organization, organisation, formation / structure, construction, setup, constitution / system (e.g. railroad, transport, party, etc.) / tissue / texture (of a rock) / weave (of a fabric)
ては	ては	if (an action, etc.) / since ..., if you are going to ... / one after another, indicates repeated action / adds emphasis
社会	しゃかい	society, public, community, the world / social studies
そもそも	そもそも	in the first place, to begin with, from the start, originally, ab initio / after all, anyway, actually, well, ..., ... on earth (e.g. "what on earth?"), ... in the world (e.g. "why in the world?") / beginning, start
センタ	センタ	centre, center
定数	ていすう, じょうすう	fixed number, quorum (for an assembly) / constant, invariable / literal / fate
書類	しょるい	document, papers
参考文献	さんこうぶんけん	works cited, references
事業者	じぎょうしゃ	business person / business operator
加	か	addition, increase / Canada
ね	ね	right?, isn't it?, doesn't it?, don't you?, don't you think? / hey, say, listen, look, come on / you know, you see, I must say, I should think / will you?, please / so, ..., well, ..., you see, ..., you understand? / I'm not sure if ..., I have my doubts about whether ...
関して	かんして	in relation to
制度	せいど	system, institution, organization, organisation
わっ	わっ	boo! (sound used to scare someone) / ugh (dissatisfaction, aggravation) / ulp (consternation)
木	き	tree, shrub, bush / wood, timber
線	せん	line, stripe, stria / line (e.g. telephone line), wire / ray (e.g. X-ray), beam / line (e.g. of a railroad), track, route, lane / outline, contours, form / level / division / line (of action), position, approach, policy, principle / impression one leaves, air one gives off
清算	せいさん	(financial) settlement, squaring accounts, clearing debts / liquidation / ending (a relationship), breaking up (with), burying (the past), redeeming (one's faults)
参考	さんこう	reference, consultation
よい	よい	evening, early night hours
ごとに	ごとに	one by one, each, every, at intervals of
関	せき, セキ	barrier, gate / seki (in go), mutual life
けられ	けられ	vignetting (darkening of the perimeter of a photographic image)
とさ	とさ	apparently, from what I have heard, they say, you know, I hear
受験	じゅけん	taking an examination (esp. for entrance to a school or university)
大きい	おおきい	big, large, great / loud / extensive, spacious / important, decisive, valuable / older, grown up
いくつか	いくつか	(a) few, some, several
つて	つて	means of making contact, intermediary, go-between / connections, influence, pull, good offices
新しい	あたらしい	new, novel, fresh, recent, latest, up-to-date, modern
百	ひゃく, はく	hundred, 100
第三者	だいさんしゃ	third party, third person, outsider, disinterested person
一定	いってい, いちじょう	fixed, settled, constant, definite, uniform, regularized, regularised, defined, standardized, standardised, certain, prescribed
受	じゅ	vedana (sensation)
際に	さいに	in case of, at that time, at this time
すなわち	すなわち	that is, namely, i.e.
ことになる	ことになる	to have been decided (so) that, to have been arranged (so) that / to be the result (of), to be the outcome / to be the reason (for)
述	じゅつ	dictation, verbal statement
判断	はんだん	judgment, judgement, decision, conclusion, adjudication / divination / judgement
ことから	ことから	from the fact that ...
大きな	おおきな	big, large, great
化学	かがく, ばけがく	chemistry
労働	ろうどう	manual labor, manual labour, toil, work / Labour Party
までに	までに	by, not later than, before
いずれか	いずれか	any of, either of, (to) any
王	おう	king, ruler, sovereign, monarch / tycoon, magnate, champion, master / king (of the senior player)
しよう	しよう	way, method, means, resource, remedy / (technical) specification
読む	よむ	to read / to recite (e.g. a sutra), to chant / to predict, to guess, to forecast, to read (someone's thoughts), to see (e.g. into someone's heart), to divine / to decipher / to count, to estimate / to read (a kanji) with its native Japanese reading
第五	だいご	the fifth
はで	はで	showy, loud, gay, flashy, gaudy
委員	いいん	committee member
施行	しこう, せこう, しぎょう	putting in force (a law), putting into operation, putting into effect, enforcement / carrying out (a plan, policy, etc.), execution
使い	つかい	errand, mission, going as envoy / messenger, bearer, errand boy, errand girl / familiar spirit / use, usage, user, trainer, tamer, charmer
非	ひ	fault, error, mistake / going poorly, being disadvantageous, being unfavorable / un-, non-, an-
単数	たんすう	singular number
閲覧	えつらん	inspection, reading, perusal / browsing (the web)
要求	ようきゅう	demand, firm request, requisition, requirement, desire
角	かく	angle / square, cube / bishop / third degree (of the Japanese and Chinese pentatonic scale) / Chinese "horn" constellation (one of the 28 mansions) / jiao (monetary unit of China; one-tenth of a yuan)
セ	セ	Central League (Japanese baseball league), CL
右	みぎ	right, right-hand side / afore-mentioned (esp. in vertical Japanese writing), foregoing, forgoing, above
資料	しりょう	materials, data, document
そのよう	そのよう	that kind of, of the sort, of the kind, such
申出	もうしで	proposal, offer, request, application
認可	にんか	approval, license, licence, permission
以内	いない	within, inside of, less than
認める	したためる	to write (e.g. a letter), to draw up (a document), to take down (e.g. notes) / to have (lunch, dinner, etc.), to eat
インタ	インタ	interchange / international / interview / international school / inter-
通り	とおり	avenue, street, way, road / coming and going, street traffic / flow (of water, air, etc.) / transmission (of sound), reach (e.g. of voice) / fame, reputation, popularity / the same status or way, as (e.g. as expected, as I said) / understanding, comprehension / counter for sets of things, counter for methods, ways, types
いっぽう	いっぽう	information, (brief) notice, letting someone know, dropping a line / first report, initial report
可能性	かのうせい	potentiality, likelihood, possibility, availability
結合	けつごう	combination, union, binding, catenation, coupling, joining / bond
歴史	れきし	history
置き	おき	every ..., every other ..., at intervals of ..., with ... in between, ... apart
発音	はつおん	pronunciation / production of sound
建築物	けんちくぶつ	building, structure
何	なに, ナニ	what / you-know-what, that thing / whatsit, whachamacallit, what's-his-name, what's-her-name / penis, (one's) thing, dick / (not) at all, (not) in the slightest / what?, huh? / hey!, come on! / oh, no (it's fine), why (it's nothing), oh (certainly not)
面	おもて, おも, も, もて	face / surface / mask (esp. a noh or kyogen mask)
地	ち	earth, ground, land, soil / place / territory / bottom (of a package, book, etc.) / earth (one of the five elements)
証拠	しょうこ	evidence, proof
材料	ざいりょう	materials, ingredients / material (for a novel, experiment, etc.), subject matter / grounds (for a decision, judgement, etc.), basis, evidence, data / (market) factor
取る	とる	to take, to pick up, to grab, to catch / to pass, to hand, to give / to get, to obtain, to acquire, to win, to receive, to earn, to take (e.g. a vacation) / to adopt (a method, proposal, etc.), to take (a measure, attitude, etc.), to choose / to remove, to get rid of, to take off / to take away, to steal, to rob / to eat, to have (e.g. lunch), to take (e.g. vitamins) / to pick (e.g. flowers), to gather, to extract (e.g. juice), to catch (e.g. fish) / to take up (time, space), to occupy, to spare, to set aside / to secure, to reserve, to save, to put aside, to keep / to take (e.g. a joke), to interpret, to understand, to make out, to grasp / to record, to take down / to subscribe to (e.g. a newspaper), to take, to buy, to get / to order, to have delivered / to charge, to fine, to take (tax) / to take (e.g. a wife), to take on (e.g. an apprentice), to adopt, to accept / to compete (in sumo, cards, etc.), to play
範囲外	はんいがい	out of range, outside the limits (of...), outside (a) range, outside the scope
変	へん	strange, odd, peculiar, weird, curious, queer, eccentric, funny, suspicious, fishy / unexpected / change / incident, disturbance, disaster, accident / flat
最後	さいご	end, conclusion / last, final, latest, most recent / no sooner than, once, right after (often having negative consequences) / one's final moments
要	かなめ	pivot / vital point, cornerstone, keystone / Japanese photinia
学部	がくぶ	department of a university / undergraduate (course, program, etc.)
解説書	かいせつしょ	(instruction) manual, handbook
監査	かんさ	inspection, audit, judgement, judgment
付け	つけ, ツケ	bill, bill of sale, payment invoice / tab (for later payment), credit / contact move (in go), direct attack to an enemy stone / sound effect produced by striking with clappers a wooden board in kabuki / letter / reason, motive, pretext / one's fortune, one's luck
メン	メン	men, man
ガ	ガ	(but) what about (the) ..., (but) what about those ...
勢	せい	energy / military strength
最終	さいしゅう	last, final, closing / last train (bus, flight, etc.; of the day)
軍	ぐん	army, armed forces, troops / military authorities / team, group, troupe
見る	みる	to see, to look, to watch, to view, to observe / to examine, to look over, to assess, to check, to judge / to look after, to attend to, to take care of, to keep an eye on / to experience, to meet with (misfortune, success, etc.) / to try ..., to have a go at ..., to give ... a try / to see (that) ..., to find (that) ...
調整	ちょうせい	adjustment, regulation, coordination, reconciliation, tuning, fixing, tailoring
トル	トル	torr (unit of pressure)
学	がく	learning, scholarship, study, erudition, knowledge, education / study of ..., -ology, -ics
終	おわり	end, ending, close, conclusion / end of (one's) life, death
管轄	かんかつ	jurisdiction, control
年代	ねんだい	age, era, period, date
税理士	ぜいりし	tax counsellor, tax counselor, licensed tax accountant
持分	もちぶん	share (of expenses), equity (in company), holdings, interest (in company)
天皇	てんのう	Emperor of Japan
上げ	あげ	tuck (e.g. in a dress) / rise (e.g. in price)
形容詞	けいようし	adjective, i-adjective (in Japanese)
にとって	にとって	to, for, from the standpoint of, as far as ... is concerned
直接	ちょくせつ	direct, immediate, personal, firsthand
所	ところ, とこ	place, spot, scene, site / address / district, area, locality / one's house / point, aspect, side, facet / passage (in text), part / space, room / thing, matter / whereupon, as a result / about to, on the verge of / was just doing, was in the process of doing, have just done, just finished doing
非常に	ひじょうに	very, extremely, exceedingly
当時	とうじ	at that time, in those days
にあっては	にあっては	in, on, at, during, in the condition of
ご	ご	five, 5
答え	こたえ	answer, reply, response / answer, solution, result
いられる	いられる	can be, can exist, can stay / cannot help but ...
似	に	looking like (someone), taking after (either of one's parents)
熱	ねつ	heat / fever, temperature / zeal, passion, enthusiasm, mania, craze, rage
法令	ほうれい	laws and ordinances, acts (of parliament, congress, etc.)
修正	しゅうせい	amendment, correction, revision, modification, alteration, retouching, update, fix
具体的	ぐたいてき	concrete, definite, specific, material, substantial
消滅	しょうめつ	extinction, extinguishment, disappearance, vanishing, termination, lapse / annihilation
全体	ぜんたい	whole, entirety, whatever (is the matter)
項目	こうもく	item, heading, category, clause / headword (in a dictionary, encyclopedia, etc.), entry
かどうか	かどうか	whether or not (in phrases like "I don't know whether or not I can come")
監督	かんとく	supervision, control, superintendence, direction / director, superintendent, supervisor, coach, foreman, manager, overseer, controller, boss
今	いま	now, the present time, just now, soon, immediately / another, more
したがって	したがって	therefore, consequently, accordingly
換え	かえ, がえ	change, alteration, substitute, spare, replacement, proxy / rate of exchange
外	そと, と	outside, exterior / the open (air) / other place, somewhere else, outside one's group (family, company, etc.)
彼ら	かれら	they, them
共通	きょうつう	common, shared, mutual / to be common (to), to be shared (by) / -wide
外国	がいこく, そとぐに	foreign country
基づく	もとづく	to be based (on), to be founded (on), to be grounded (on), to be in accordance (with) / to be due to, to come (from), to arise (from), to originate (in)
説	せつ	theory, doctrine / opinion, view / rumour, rumor, gossip, hearsay
限	きり	end, finish, stop / bounds, limits / delivery date (of a futures contract) / finale (of a noh song), end of an act (in jōruri or kabuki), final performance of the day (in vaudeville) / counter for slices (esp. thick slices), counter for cuts (e.g. fish, meat) / only, just / since, after / remaining (in a particular state)
テキスト	テキスト	text / textbook
株主総会	かぶぬしそうかい	general meeting of stockholders
価格	かかく	price, value, cost
わな	わな	snare, trap (for catching wild game, etc.) / trap (i.e. ruse, subterfuge, etc.)
ところにより	ところにより	in places
とすると	とすると	then, if so, if
とともに	とともに	together with, as X, then Y (e.g. as we age we gain wisdom, as wine matures it becomes more valuable, etc.)
メソッド	メソッド	method
公告	こうこく	public announcement, official notice
ポ	ポ	Portugal, Portuguese language
につき	につき	because of, on account of / regarding / per, apiece
氏	うじ	family name, lineage, birth / clan
かもしれません	かもしれません	may, might, perhaps, may be, possibly
そういう	そういう	such, like that, that sort of
法則	ほうそく	law, rule
町	まち	town, block, neighbourhood, neighborhood / downtown, main street / street, road
違反	いはん	violation, offense, offence, breach, transgression, infringement, contravention
合併	がっぺい	merger (of companies, towns, etc.), combination, union, amalgamation, consolidation, coalition, fusion, annexation, affiliation, incorporation
中学	ちゅうがく	junior high school, middle school, lower secondary school
脚注	きゃくちゅう	footnote
再生	さいせい	restoration to life, coming to life again, resuscitation, regeneration / reformation, rehabilitation / recycling, reclamation, recovery / playback, regeneration (of video or sound), views (of an online video) / regeneration (of lost or damage tissue), regrowth / rebirth, reincarnation / recall (memory), retrieval
政府	せいふ	government, administration, ministry
役員	やくいん	director, executive / officer, official, person in charge
逐条	ちくじょう	point by point, article by article
記事	きじ	article, news story, report, account
桐	きり, キリ	paulownia (Paulownia tomentosa), empress tree, foxglove tree
内部	ないぶ	interior, inside, internal
大きく	おおきく	in a big way, on a grand scale
算定	さんてい	calculation, estimation, computation
得る	うる	to be able to ..., can ... / to get, to acquire, to obtain, to procure, to earn, to win, to gain, to secure, to attain
よう	よう	(I) will, (I) shall / let's / (I) wonder (if), might it be (that), maybe, perhaps, perchance
小	しょう	smallness, small item / short month (i.e. having fewer than 31 days) / elementary school / smaller (of two things, places, etc. with the same name), inferior / younger (of two people with the same name), junior / unit of field area (approx. 400 sq m)
仕組み	しくみ	structure, construction, arrangement, contrivance, mechanism, workings / plan, plot, contrivance
機械	きかい	machine, mechanism / instrument, appliance, apparatus
市町村	しちょうそん	cities, towns and villages, municipalities
作用	さよう	action, operation, effect, function
区別	くべつ	distinction, differentiation, classification
出版	しゅっぱん	publication
操作	そうさ	operation, management, handling / manipulating (to one's benefit), manipulation, influencing
なし	なし	without / unacceptable, not alright, unsatisfactory
入	いり	entering / setting (of the Sun) / containing, content, audience / income / beginning
本文	ほんぶん, ほんもん	text (of a book, document, etc.), body (of a letter) / this passage, this sentence
演算子	えんざんし	operator
植物	しょくぶつ	plant, vegetation
理科	りか	science (inc. mathematics, medicine, etc.), natural science / science department (university), science course / science (as a school subject)
えない	えない	unable to..., cannot ...
活用	かつよう	practical use, application / conjugation, inflection
徴収	ちょうしゅう	collection (of fees, taxes, etc.), levy
科	か	department, section, faculty, school, arm / course (of study), branch of study, specialization / (taxonomical) family
はこ	はこ	box, case, chest, package, pack, crate / car (of a train, etc.) / shamisen case, shamisen / public building, community building / man who carries a geisha's shamisen / receptacle for human waste, feces (faeces) / counter for boxes (or boxed objects)
説明し	ときあかし	explanation, exposition
ところ	ところ	place, spot, scene, site / address / district, area, locality / one's house / point, aspect, side, facet / passage (in text), part / space, room / thing, matter / whereupon, as a result / about to, on the verge of / was just doing, was in the process of doing, have just done, just finished doing
出力	しゅつりょく	output (electrical, signal, etc.)
負	ふ	negative, minus
流れ	ながれ	flow (of a fluid or gas), stream, current / flow (of people, things), passage (of time), tide, passing, (changing) trends, tendency / course (of events), (step-by-step) procedure, process / group of people who remain together after the end of an event / descent, ancestry, school / forfeiture, foreclosure / cancellation / drifting, wandering, roaming
ブロック	ブロック	blocking (e.g. the way), obstructing / block (lump of something (usu. square), area of town, etc.) / block, physical record (e.g. on magnetic tape) / concrete block / blocking (from view, esp. of websites, on social media, etc.) / blocking (a blow)
速度	そくど	speed, velocity, pace, rate / velocity
下記	かき	the following
自由	じゆう	freedom, liberty
倍	ばい	double, twice (as much) / times (as much), -fold / 1-nth, 1 to n, 1 in n
どの	どの	Mr., Mrs., Miss, Ms.
えて	えて	forte, strong point
同一	どういつ	identical, same, one and the same, equal / fair, equal treatment, without discrimination
けっして	けっして	(not) ever, (not) by any means, (not) in the least, (not) in any way, (not) at all
文法	ぶんぽう	grammar
前条	ぜんじょう	preceding article, preceding entry
審査	しんさ	judging, inspection, examination, investigation, review
グラフ	グラフ	graph
列	れつ	row, line, file, column, queue, rank, procession / company (of someone), group, ranks / sequence / counter for rows
都道府県	とどうふけん	prefectures (of Japan), largest administrative divisions of Japan: Tokyo-to, Osaka-fu, Kyoto-fu, Hokkaido and the remaining prefectures
活動	かつどう	activity (of a person, organization, animal, volcano, etc.), action / movie (esp. during the silent movie period)
ビス	ビス	screw
といった	といった	such ... as, or some such
微分	びぶん	differentiation / differential, derivative
ことにより	ことにより	by (means of), by doing, due to, via, through
地方	ちほう	district, region, area, locality / the country, countryside, the provinces, rural area / civilian society
主に	おもに	mainly, primarily
確定	かくてい	decision, settlement, confirmation, establishment
経過	けいか	passage (of time), elapsing, lapse / progress, development, course (of events) / transit
東	あずま, あづま	eastern Japan (esp. Kamakura or Edo, from perspective of Kyoto or Nara), eastern provinces / east / wagon, yamatogoto, six-stringed native Japanese zither / my spouse
集	しゅう	collection, compilation
不	ふ	un-, non-, negative prefix
率	りつ	rate, ratio, proportion, percentage
解釈	かいしゃく	interpretation, explanation, reading, construction
年金	ねんきん	annuity, pension
会社法	かいしゃほう	corporate law, company law / Companies Act
出来る	できる	to be able (in a position) to do, to be up to the task / to be ready, to be completed / to be made, to be built / to be good at, to be permitted (to do) / to become intimate, to take up (with someone) / to grow, to be raised / to become pregnant
税	ぜい	tax
とが	とが	drawing, painting, picture
除	じょ	division
価額	かがく	valuation, amount
字	あざ	section of village
能力	のうりょく	ability, faculty
同意	どうい	agreement, consent, approval, assent / same opinion, same view / same meaning
時期	じき	time, season, period, phase, stage
動作	どうさ	movement (of the body), action, motion, gesture / bearing, carriage, behaviour, behavior, demeanour, demeanor / operation (of a machine, software, etc.), running, working, functioning
世	よ	world, society, public / life, lifetime / age, era, period, epoch, generation / reign, rule / the times / world (of existence)
国語	こくご	national language / Japanese language (esp. as a school subject in Japan) / one's native language, mother tongue / native Japanese words (as opposed to loanwords and Chinese-derived words)
社債	しゃさい	corporate bond, corporate debenture
電気	でんき	electricity / (electric) light
直線	ちょくせん	straight line
ロシア	ロシア	Russia
ソフト	ソフト	soft / software / soft hat, felt hat / soft serve ice cream / softball
それは	それは	very, extremely / that is
議決権	ぎけつけん	voting right
納付	のうふ	payment, supply
たよう	たよう	diverse, varied
金銭	きんせん	money, cash
現象	げんしょう	phenomenon
しようとする	しようとする	to try to do, to attempt to do
時の	ときの	of the time, at the time / of the hour, in vogue, sought after
薬	くすり, クスリ	medicine, pharmaceuticals, (legal) drugs, pill, ointment, salve / efficacious chemical (gunpowder, pesticide, etc.) / (pottery) glaze / (illegal) drug, narcotic / small bribe
積	せき	product / volume, area
発見	はっけん	discovery, detection, finding
正	せい	(logical) true, regular / 10^40, ten thousand undecillion / original / positive, greater than zero / thesis (in dialectics)
ただ	ただ	ordinary, common, usual / free of charge / unaffected, as is, safe / only, merely, just, simply / but, however, nevertheless
与える	あたえる	to give (esp. to someone of lower status), to bestow, to grant, to confer, to present, to award / to provide, to afford, to offer, to supply / to assign / to cause / to pass (a variable to a function)
廃止	はいし	abolition, discontinuance, discontinuation, repeal, annulment
自身	じしん	(one's) self, oneself
てき	てき	-ical, -ive, -al, -ic, -y / -like, -ish, -sort of, -kind of / (something) like, along the lines of / -wise, in terms of, for, from the viewpoint of, from a ... standpoint, as far as ... is concerned / Mr., Ms., Mrs.
ん	ん	yes, yeah, uh huh / huh?, what? / not / 's, of, belonging to / at (place, time), in, on, during
