格子	こうし	lattice, latticework, window bars, grid, grating
食塩水	しょくえんすい	saline water
補給	ほきゅう	supply, supplying, replenishment
社会学	しゃかいがく	sociology
安く	やすく	inexpensively, cheaply
二重結合	にじゅうけつごう	double bond
管理業務	かんりぎょうむ	management task, administrative task
がそう	がそう	artist-monk
しうる	しうる	can do, may do, be capable of doing
受益権	じゅえきけん	beneficiary right
力学的	りきがくてき	mechanical
単項式	たんこうしき	monomial (expression)
対話	たいわ	dialogue, conversation, talk, discussion, communication
小惑星	しょうわくせい	asteroid
引取	ひきとり	leaving, accepting
内部統制	ないぶとうせい	internal controls, usu. relating to business governance
一様	いちよう	uniform, equal, even, the same, identical / common, ordinary, usual
二月	にがつ	February / second month of the lunar calendar
五月	ごがつ	May / fifth month of the lunar calendar
ポリゴン	ポリゴン	polygon
しめ	しめ	tie up, bind, fastening, tightening / sum, total amount, total / judo choking (strangling) techniques / last meal eaten when going restaurant hopping / completion, conclusion, rounding off / counter for bundles, counter for faggots, counter for bundles of 2000 sheets of paper / end mark, closure mark
たず	たず	crane (any bird of the family Gruidae, esp. the red-crowned crane, Grus japonensis)
はと	はと	pigeon, dove
事業税	じぎょうぜい	business tax
折り	おり	opportunity, chance, occasion, time / folding, fold, pleat, crease / small food box (wooden or cardboard) / folding in ... (two, three, etc.) / counter for folded items / counter for items (esp. food) packed in an oribako
補償金	ほしょうきん	compensation payment, reparation
全問	ぜんもん	all the questions (in an exam, quiz, etc.)
環境変数	かんきょうへんすう	environment variable
卸	おろし	dropping, unloading, removing / grated vegetables, fruit, etc. / grater / using new tools (or clothes, etc.), new tools (or clothes, etc.)
物資	ぶっし	goods, materials, commodities, resources, supplies
校	こう	school / proof (of a book, document, etc.), counter for proofs
綱	つな	rope, cord, line / grand champion's braided belt
一人で	ひとりで	alone, by oneself, on one's own
納税義務者	のうぜいぎむしゃ	taxpayer
レンダリング	レンダリング	rendering
隋	ずい	Sui dynasty (of China; 581-618)
情報技術	じょうほうぎじゅつ	information technology, IT
微分可能	びぶんかのう	differentiable
ゲット	ゲット	getting, obtaining, winning / scoring (in ice hockey, basketball, etc.)
有界	うかい, うがい	realm of existence
本節	ほんせつ	this chapter, this passage, this section
外れ	はずれ, ハズレ	end, verge, extremity, tip, outskirts / miss, failure, blank (e.g. lottery ticket)
国際法	こくさいほう	international law, law of nations
シュタイン	シュタイン	stein
えたい	えたい	nature, character
パネル	パネル	panel
否定文	ひていぶん	negative sentence
テキストエディタ	テキストエディタ	text editor
下書き	したがき	draft, rough copy
宣誓	せんせい	oath, abjuration, pledge
かねない	かねない	quite capable of ..., could happen, not unlikely to
溶接	ようせつ	welding
廃棄	はいき	disposal, abandonment, scrapping, discarding, abolition / annulment, cancellation, abrogation, repeal
平衡	へいこう	even scale, equilibrium, balance, equalization, equalisation
なあ	なあ	don't / do / hey, listen, look, say / now, ..., well, ..., I tell you!, you know / wow, ooh / right?, isn't it?, doesn't it?, don't you?, don't you think?
はせ	はせ	drying rice on a rack, rack for drying rice
ゴミ	ゴミ	rubbish, trash, garbage, refuse
業務上	ぎょうむじょう	job-related, in the course of one's work
折れ	おれ	fold, bend, broken part
知らず	しらず	not having, unaffected by / aside, I don't know about ... / I know not whether, I know not if
分化	ぶんか	specialization, specialisation, differentiation
いちおう	いちおう	more or less, though not quite satisfactorily, after a fashion, pretty much, roughly, so far as it goes / tentatively, for the time being / just in case / once
了	りょう	finish, completion, the end
第二次	だいにじ	the second ...
隠し	かくし	hiding, concealing, being hidden, being concealed / pocket
界	さかい, きょう	border, boundary / turning point, watershed / area, region, spot, space, environment / psychological state, mental state / cognitive object, something perceptible by the sense organs or mind
北方	ほっぽう	the north, northward, northern direction / northern part (e.g. of a country), northern district
右上	みぎうえ	upper right
陸上	りくじょう	(on) land, ground, shore / track-and-field events
鍵	かぎ, カギ	key / lock / key (to a problem, success, etc.), clue
推論	すいろん	inference, deduction, induction, reasoning
長調	ちょうちょう	major key
名目	めいもく, みょうもく	name, title, appellation, (something) nominal / (under the) pretext (of), pretense
労働日	ろうどうび	working day, workday
皇室	こうしつ	Imperial household
コロナウイルス	コロナウイルス	coronavirus
国旗	こっき	national flag
土木	どぼく	engineering works, civil engineering, public works
御する	ぎょする	to drive (e.g. horse, carriage) / to control, to manage
私大	しだい	private university
稽古	けいこ	practice, practising, training, study
語根	ごこん	root, root word
歩く	あるく	to walk
リットル	リットル	litre, liter
プリント	プリント	print, printing, (printed) copy / handout, flyer
のみならず	のみならず	not only ... (but also), not merely, as well as / furthermore, besides, moreover, what's more
日露戦争	にちろせんそう	Russo-Japanese War (1904-5)
納入	のうにゅう	payment (taxes, fees, etc.) / supply (of goods), delivery
実技	じつぎ	practical skill
デバッガ	デバッガ	debugger
対比	たいひ	contrast, comparison
メタン	メタン	methane
系統	けいとう	system / lineage, ancestry, family line / group (e.g. of colors) (colours), family (e.g. of languages), party, school (of thought) / close (evolutionary) relationship / a population sharing a common ancestor (in genetics), strain (e.g. bacterial)
準同型	じゅんどうけい	homomorphism
流用	りゅうよう	diversion, appropriation (e.g. of funds), misappropriation / re-use (e.g. old computer parts), recycling
活発	かっぱつ	lively, active, vigorous, animated, brisk
一体	いったい	(what) the heck, (why) in the world, (who) on earth / one object, one body, unity / one form, one style / one Buddhist image (or carving, etc.) / generally, in general
危険性	きけんせい	riskiness, (level of) danger
割合に	わりあいに	comparatively
介入	かいにゅう	intervention
予納	よのう	advance payment
一覧表	いちらんひょう	list, table, schedule, catalogue, catalog
通路	つうろ	passage, pathway, roadway, avenue, aisle
プロスタグランジン	プロスタグランジン	prostaglandin
主部	しゅぶ	main part, principal part / subject (noun phrase)
とと	とと	fishie, birdie, chickie
とま	とま	woven mat (of sedge, hay, etc.)
にせ	にせ	imitation, fake, phony, counterfeit, forged, bogus, sham / pseudo-
補助人	ほじょにん	limited guardian
人質	ひとじち	hostage
バイ	バイ	bye
バネ	バネ	spring / spring (in one's legs), bounce / springboard, impetus
会長	かいちょう	president (of a society), chairman
やめる	やめる	to stop (an activity), to cease, to discontinue, to end, to quit / to cancel, to abandon, to give up, to abolish, to abstain, to refrain
数値計算	すうちけいさん	numeric operation, numeric calculation
刀	かたな, とう	sword (esp. Japanese single-edged), katana / scalpel / chisel, burin, graver / knife money (knife-shaped commodity money used in ancient China)
挙動	きょどう	conduct, behavior, behaviour
堀	ほり	moat, fosse / canal, ditch
寒	かん	midwinter, cold season, coldest days of the year
尊	そん	zun (ancient Chinese wine vessel, usu. made of bronze) / honorific prefix referring to the listener / counter for buddhas
本格的	ほんかくてき	genuine, real, authentic, standard, orthodox / full-scale, full-blown, all-out, full-fledged, fully fledged, full, proper, real, earnest, serious
斉	せい	Qi (kingdom in China during the Spring and Autumn Period and the Period of the Warring States), Ch'i
トランプ	トランプ	(Western) playing cards
トリック	トリック	trick
曾	ひい, ひ, そう	great (i.e. great-grandson, great-grandmother)
理工	りこう	science and technology
陸地	りくち	land
合流	ごうりゅう	confluence (of rivers), merge (of traffic), conflux, junction, joining / union (e.g. of forces), linking up, merging, coming together
選択的	せんたくてき	selective, optional, alternative
地域密着型	ちいきみっちゃくがた	community-based, local-based
表意	ひょうい	expressing one's intent, gesture / ideography
直近	ちょっきん	latest, most recent, nearest (in time)
わたしたち	わたしたち	we, us
欠く	かく	to chip, to nick, to break, to crack / to lack
室町時代	むろまちじだい	Muromachi period (1336-1573)
突撃	とつげき	charge, rush, dash, assault, attack
楽章	がくしょう	(musical) movement
免れる	まぬがれる, まぬかれる	to escape (disaster, death, etc.), to be saved from, to be rescued from / to avoid (e.g. punishment), to evade (e.g. responsibility), to avert, to elude, to be exempted from
専門科目	せんもんかもく	special (specialized, specialised) subject
こうと	こうと	smart rabbit, cunning rabbit, nimble rabbit
根保証	ねほしょう	basic guarantee, initial guarantee, revolving guarantee, revolving credit agreement
導体	どうたい	conductor (electricity)
メイク	メイク	make-up / making food (in a delivery-only restaurant), cooking
貯金	ちょきん	putting money aside, savings, deposit (e.g. in a bank) / accumulated surplus of wins, wins in the bank
以て	もって	with, by, by means of / because of, on account of, for, due to / on (a day, date), at (a time), as of (e.g. today) / adds emphasis to preceding word / in addition (to being), moreover, as well as, and / therefore, and so, hence
退却	たいきゃく	retreat, withdrawal, retirement
過剰	かじょう	excess, surplus, superabundance, overabundance
なんと	なんと	what, how / what (a) ...!, how ...! / surprisingly, to my amazement, believe it or not, why, ...! / oh my, wow / well, ..., so, ...
はじめて	はじめて	for the first time / only after ... is it ..., only when ... do you ..., not until ... do you ... / first time, (one's) first
申込者	もうしこみしゃ	applicant
のれん	のれん	(short) curtain hung at shop entrance, split curtain used to divide spaces in a house / reputation (of a store), good name, credit / goodwill
頭文字	かしらもじ	first letter of a word, capital letter (at the start of a word or sentence) / initials (of one's name)
破産者	はさんしゃ	bankrupt person, insolvent person
役所	やくしょ	government office, public office
がち	がち	serious, earnest, honest, real, legit
しゃ	しゃ	hut, house / boarding house, residence hall, dormitory / one day's march (approx. 12.2 km)
なが	なが	long
りた	りた	altruism
内乱	ないらん	civil war, insurrection, rebellion, domestic conflict
ノウハウ	ノウハウ	know-how
入札	にゅうさつ	bid, tender, bidding
ペプチド	ペプチド	peptide
公的	こうてき	public, official
去る	さる	to leave, to go away / to pass, to elapse / to be distant / to send away, to drive off, to divorce / to (do) completely / last ... (e.g. "last April")
公署	こうしょ	government office
暦	こよみ, れき	calendar, almanac
著書	ちょしょ	(written) work, book, writings
インデント	インデント	indent
創設	そうせつ	establishment, founding, organization, organisation
同形	どうけい	isomorphism, same shape, same type, same pattern
欠格条項	けっかくじょうこう	disqualification clause
はるかに	はるかに	by far, far and away, much, far / far away, far off, in the distance / long ago, long before
教室	きょうしつ	classroom, lecture room / department (in a university) / class, lessons, course / school (for a particular discipline), teaching establishment
虚数	きょすう	imaginary number
異物	いぶつ	foreign substance, foreign body, foreign contamination, foreign material / strange object, unusual object / dead body, corpse, remains
合致	がっち	agreement, concurrence, conformance, compliance
にしたがって	にしたがって	in accordance with, according to, as X, then Y (e.g. as we age we gain wisdom, as wine matures it becomes more valuable, etc.)
相対	あいたい	involving only the parties concerned, tete-a-tete
ドメイン	ドメイン	domain / domain name
電車	でんしゃ	train, electric train
題材	だいざい	subject, theme
国境	こっきょう, くにざかい	border (between countries), national border
使用例	しようれい	example of use, usage example, use example
スタック	スタック	stack / pushdown list, pushdown stack / stuck
磁化	じか	magnetization, magnetisation
地殻	ちかく	(Earth's) crust
スキル	スキル	skill
塩分	えんぶん	salt, salt content
指示代名詞	しじだいめいし	demonstrative pronoun
介護保険	かいごほけん	nursing insurance
あげられる	あげられる	to be arrested, to be caught, to be captured (e.g. data)
ディア	ディア	deer
メソポタミア	メソポタミア	Mesopotamia
意思決定	いしけってい	decision-making
いいえ	いいえ	no, nay / well, er, why / you're welcome, not at all, don't mention it
いとこ	いとこ	cousin (older male)
業績	ぎょうせき	achievement, performance, results, work, contribution
呼びかけ	よびかけ	call, appeal
調達	ちょうたつ	supply, provision, raising, procurement
兄弟姉妹	きょうだいしまい	brothers and sisters, siblings
寄与	きよ	contribution, service
けれど	けれど	but, however, although
管轄裁判所	かんかつさいばんしょ	competent court, court having jurisdiction (over a matter), court of competent jurisdiction, court of jurisdiction
義務教育	ぎむきょういく	compulsory education
流入	りゅうにゅう	afflux, influx
プロンプト	プロンプト	(computer) prompt
遅く	おそく	late / slowly
総論	そうろん	general remarks
なぜか	なぜか	somehow, for some reason, without knowing why
農林	のうりん	agriculture and forestry
主権	しゅけん	sovereignty, supremacy, dominion
行列式	ぎょうれつしき	determinant
学習指導要領	がくしゅうしどうようりょう	government course (curriculum) guidelines
連語	れんご	compound word, phrase, collocation / copula
近隣	きんりん	neighbourhood, neighborhood, vicinity
復活	ふっかつ	revival (e.g. musical), come-back / restoration, rebirth, resurrection
人種	じんしゅ	race (of people) / type of person
がん	がん	with a thump, with a thud, with a bang / hard (hit, scold, etc.), severely / marking (on a card or tile for the purpose of cheating), card marking, tile marking, alteration
ぎり	ぎり	duty, sense of duty, honor, honour, decency, courtesy, debt of gratitude, social obligation / in-law, relation by marriage
従業者	じゅうぎょうしゃ	worker, employee, person being employed
すぐ	すぐ	immediately, at once, right away, directly / soon, before long, shortly / easily, readily, without difficulty / right (near), nearby, just (handy) / honest, upright, frank, straightforward
てん	てん	ceremony, celebration / law code
集まる	あつまる	to gather, to collect, to assemble
倉庫	そうこ	storehouse, warehouse, godown
代入演算子	だいにゅうえんざんし	assignment operator, substitution operator
検定済	けんていずみ	authorized, approved
復興	ふっこう	revival, reconstruction, restoration, rebuilding, recovery, renaissance
ニス	ニス	varnish
バリ	バリ	burr (e.g. on a machined edge)
動植物	どうしょくぶつ	plants and animals, flora and fauna
仲間	ちゅうげん	samurai's attendant, footman
戦場	せんじょう, いくさば	battlefield, battleground
事ができる	ことができる	to be able (to), to be possible (to)
合名会社	ごうめいがいしゃ	unlimited company, unlimited partnership
俺	おれ, おらあ, おり	I, me
降る	くだる	to descend, to go down, to come down / to be handed down (of an order, judgment, etc.) / to pass (of time) / to surrender, to capitulate / to be less than, to be inferior to / to have the runs, to have diarrhea / to pass (in stool), to be discharged from the body / to depreciate oneself, to be humble
汝	うぬ	blockhead!, you
プランクトン	プランクトン	plankton
改め	あらため	former (e.g. name), previous, changed / examination, inspection, investigation
機械的	きかいてき	mechanical
同人	どうじん, どうにん	same person / said person, the person in question / coterie, clique, fraternity, kindred spirits, comrade, colleague / dōjin, doujin, Japanese fans or hobbyists who produce their own magazines, manga, software, etc.
情報提供	じょうほうていきょう	provision of information
千里	せんり	1000 ri, (a) long distance
科学者	かがくしゃ	scientist
特定行政庁	とくていぎょうせいちょう	Specific Administrative Agency, municipality or public body which has an appointed building officer and is responsible for issuing building certifications
構造化	こうぞうか	structuralization
測定器	そくていき	measuring instrument
商行為	しょうこうい	commercial transaction
磁界	じかい	magnetic field
空港	くうこう	airport
寒い	さむい, さぶい	cold (e.g. weather) / uninteresting (esp. joke), lame, dull, weak, corny
正体	しょうたい	true character, true form, true colors (colours), identity, truth (of a mystery, phenomenon, etc.), origin / consciousness, one's senses
楽譜	がくふ	score, sheet music
足す	たす	to add (numbers) / to add (something), to top up (with something) / to take care of (e.g. one's business)
組む	くむ	to cross (legs or arms), to link (arms) / to put together, to construct, to assemble, to produce (e.g. TV program) / to braid, to plait / to grapple, to wrestle / to unite, to join, to link up, to form an alliance / to set (e.g. type) / to issue (e.g. money order)
黒い	くろい	black / dark, blackish, sun-tanned (skin) / suspicious, criminal, illicit / darkened and dirty, sooty, covered in dirt / evil, wicked, black-hearted / inauspicious, ill-boding, unlucky
合資会社	ごうしがいしゃ	limited partnership
射撃	しゃげき	firing, shooting, fire, gunshot, marksmanship
決算	けっさん	settlement of accounts, closing accounts, financial results, reporting (of accounts)
縮小	しゅくしょう	reduction, curtailment, cut, cutback, scaling down
世界中	せかいじゅう	around the world, throughout the world
生まれる	うまれる	to be born
つけな	つけな	pickled greens
平家	へいけ	Heike family, Taira family / The Tale of the Heike / chanting of the Heike Monogatari
適宜	てきぎ	suitable, appropriate, fitting, proper / appropriately, accordingly, as required, at one's discretion
周期表	しゅうきひょう	periodic table
下流	かりゅう	downstream, lower reaches of a river / lower classes
ポリエチレン	ポリエチレン	polyethylene
聞こえ	きこえ	being able to hear something (clearly), clearness of a sound, reception (e.g. of a radio station) / reputation, renown, fame, hearsay / impression (that something gives off), respectability / sonority
にともない	にともない	as, because, with, due to
実行環境	じっこうかんきょう	execution environment
急性	きゅうせい	acute (illness)
はめ	はめ	panel, wainscoting, wainscotting / plight, fix, bind, awkward situation, difficult situation, mess
まい	まい	probably isn't (doesn't, won't, etc.) / don't (doesn't) intend to, intend not to / must not, (when used in an imperative sentence) don't
役職	やくしょく	post, official position / managerial position, executive position
コル	コル	col
ままに	ままに	as (one pleases, one is told, etc.), wherever (e.g. one's feet take one), according to
ペル	ペル	pel
急速	きゅうそく	rapid (e.g. progress)
偏	へん	left-hand radical of a character
園	その	garden, orchard, park / place, world, environment
径	みち	road, path, street, lane, passage / route, way / distance, journey / road (e.g. to victory), course / way (of living, proper conduct, etc.), moral principles / teachings (esp. Confucian or Buddhist), dogma / field (e.g. of medicine), subject, speciality / means, way, method
除け	よけ	protection, repellent
王権	おうけん	royal authority, regal power, authority of the king
位相空間	いそうくうかん	phase space / topological space
出血	しゅっけつ	bleeding, haemorrhage, hemorrhage / bleeding money, red ink, selling below cost
用具	ようぐ	tool, implement, instrument, equipment
腸	ちょう, はらわた, わた	guts, bowels, intestines
区画	くかく	division, section, compartment, block, plot, lot, partition, boundary
辞	ことば, けとば	language, dialect / word, phrase, expression, term / speech, (manner of) speaking, (use of) language / words, remark, statement, comment / learning to speak, language acquisition
政体	せいたい	form of government, system of government, polity
保険金	ほけんきん	insurance payout, insurance money
零	れい	zero, nought
内国法人	ないこくほうじん	domestic corporation, corporation established under domestic law
非公開	ひこうかい	private, exclusive, secret
攻略	こうりゃく	capture (of enemy territory), taking (by storm), conquest, attack, assault / defeating (an opponent) / attacking (a problem) strategically
領主	りょうしゅ	feudal lord
召集	しょうしゅう	convening, calling together (e.g. parliament), call-up (for military service)
文法的	ぶんぽうてき	grammatical
広がり	ひろがり	spread, span, expanse, extent
類推	るいすい	analogy / analogical reasoning, analogical inference / analogy
非難	ひなん	criticism, blame, censure, attack, reproach
睡眠	すいみん	sleep
香港	ホンコン	Hong Kong, Hongkong
送受信	そうじゅしん	transmission and reception, sending and receiving
最適	さいてき	most suitable, optimum, optimal, best
高原	こうげん	tableland, plateau
タルト	タルト	tart
セラミックス	セラミックス	ceramics
裁量	さいりょう	discretion, judgement, judgment
固有名詞	こゆうめいし	proper noun
高等裁判所	こうとうさいばんしょ	High Court
導き	みちびき	guidance
ヒント	ヒント	hint
管財人	かんざいにん	trustee, receiver, administrator
中国大陸	ちゅうごくたいりく	mainland China
専属	せんぞく	exclusive, attached to, specialist
マイル	マイル	mile
ボルト	ボルト	volt
立方体	りっぽうたい	cube
確率変数	かくりつへんすう	stochastic variable, random variable
譲受け	ゆずりうけ	transfer, inheritance
差押命令	さしおさえめいれい	order of attachment, attachment order, seizure order
漁港	ぎょこう	fishing harbour, fishing harbor
不法	ふほう	unlawful, illegal / unreasonable, outrageous, unjust, unwarranted
あわ	あわ	foxtail millet (Setaria italica), Italian millet (also Hungarian, German)
たく	たく	table, desk / counter for tables, desks, etc. / offering table before an altar (sometimes used in tea ceremony) / tabletop incense burner
なた	なた	nata, sturdy broad-bladed knife, used in woodcraft and hunting (often with a rectangular blade)
リスニング	リスニング	listening
ナシ	ナシ	pear (esp. Japanese pear)
メス	メス	scalpel, surgical knife
ラウ	ラウ	bamboo stem (of a Japanese pipe)
同じくらい	おなじくらい	approximately the same
熱帯	ねったい	tropics
鎌倉	かまくら	Kamakura (city)
典型	てんけい	type, pattern, model, epitome, exemplar, archetype, perfect example
指令	しれい	orders, instructions, directive, command
亦	また	again, once more, once again, another time, some other time / also, too, as well, likewise / on the other hand, while / and, in addition, besides, moreover, furthermore / or, otherwise / really, how, (what, why) on earth / indirect
御家人	ごけにん	immediate vassal (of the shogun; Kamakura and Muromachi periods) / low-ranking vassal (of the shogun; Edo period)
畑	はたけ, はた	field (for growing wheat, fruit, vegetables, etc.), cultivated land, vegetable plot, kitchen garden, plantation / field (of specialization), sphere, area, line / womb, birth, birthplace
益	えき, やく, よう	benefit, use, good, advantage, gain / profit, gains
代理商	だいりしょう	commercial agent, commission merchant
前進	ぜんしん	advance, moving forward, progress
摂政	せっしょう	regency, regent
厳格	げんかく	strict, severe, stern, rigid, rigorous, tough
捕虜	ほりょ	prisoner (of war), POW, captive
敗北	はいぼく	defeat, loss, reverse, setback
新人	しんじん	new face, newcomer, rookie, fresh recruit / modern humans (from Cro-Magnon man onwards)
発光	はっこう	emission (of light), radiation (of light), luminescence
申述	しんじゅつ	(making a) statement
土佐	とさ	Tosa (former province located in present-day Kochi Prefecture)
所では	ところでは	so far as
因数	いんすう	factor
境界線	きょうかいせん	boundary line
売る	うる	to sell
利用権	りようけん	right of use, user rights
期首	きしゅ	beginning of a term
命令文	めいれいぶん	imperative sentence, imperative statement
ニッケル	ニッケル	nickel (Ni)
構想	こうそう	plan, plot, idea, conception, vision, scheme
あげる	あげる	to raise, to elevate / to do up (one's hair) / to fly (a kite, etc.), to launch (fireworks, etc.), to surface (a submarine, etc.) / to land (a boat) / to deep-fry / to show someone (into a room) / to give / to send someone (away) / to enrol (one's child in school), to enroll / to increase (price, quality, status, etc.), to develop (talent, skill), to improve / to make (a loud sound), to raise (one's voice) / to earn (something desirable) / to praise / to give (an example, etc.), to cite / to summon up (all of one's energy, etc.) / to arrest / to nominate / to summon (for geishas, etc.) / to offer up (incense, a prayer, etc.) to the gods (or Buddha, etc.) / to bear (a child) / to conduct (a ceremony, esp. a wedding) / (of the tide) to come in / to vomit / to do for (the sake of someone else) / to complete ... / to humbly do ...
診療	しんりょう	diagnosis and treatment, medical care
条件分岐	じょうけんぶんき	conditional branch
婦人	ふじん	woman, lady, adult female
投稿者	とうこうしゃ	contributor, poster, submitter
許可証	きょかしょう	permit, license, licence
したく	したく	preparation, arrangements
マイク	マイク	mike, mic, microphone
渡る	わたる	to cross over, to go across / to extend, to cover, to range, to span
海底	かいてい, うなぞこ	bottom of the ocean, seafloor, seabed / undersea, submarine
だけど	だけど	however
をめぐって	をめぐって	in regard to, concerning (usu. of disputes)
残った	のこった	remaining, leftover / you're still in it!, not yet!
通報	つうほう	report, notification, tip, bulletin / message (in information and communication theory)
交代	こうたい	alternation, change, relief, relay, shift, substitution (sports, etc.), taking turns
一本	いっぽん	one long cylindrical thing, one film, TV show, etc., one goal, home run, etc., one telephone call / one version / one book, a certain book / ippon, one point, a blow / geisha / single-minded focus on ...
転貸	てんたい	subleasing
符号付き	ふごうつき	signed
最大公約数	さいだいこうやくすう	greatest common divisor, GCD
署長	しょちょう	chief (of police), head (of office)
さま	さま	Mr., Mrs., Miss, Ms. / makes a word more polite (usu. in fixed expressions) / state, situation, appearance, manner
しろ	しろ	castle
大気圧	たいきあつ	atmospheric pressure
ネタ	ネタ	material (for a story, article, etc.), information, news item / joke, jest, (comedy) routine, made-up story, material / proof, evidence / (magician's) trick, secret / ingredients / (Internet) meme
ルビ	ルビ	ruby / ruby character, small hiragana or katakana readings of kanji usually above or to the side of the kanji (esp. used by printers and in ref. to printed material) / Ruby (programming language)
たいそう	たいそう	gymnastics, physical exercises / artistic gymnastics, gymnastics competition / physical education (class), PE
ぺ	ぺ	word used at sentence-end (like a particle) to indicate speculation, volition or invitation / familiar suffix used after a personal name
強制競売	きょうせいけいばい	compulsory sale by auction, forced auction
手元	てもと	at hand, on hand, nearby, close at hand / way of moving one's arms, skill / money at hand, pocket money / grip, handle
加わる	くわわる	to be added to, to be appended / to join in (e.g. a group of friends), to participate / to increase (e.g. heat), to gain in (e.g. influence), to grow, to gather (speed) / to be applied (e.g. heat, pressure), to be exerted
英検	えいけん	English proficiency test (esp. the STEP test)
古く	ふるく	anciently, formerly / old times, a long time ago
若者	わかもの	young man, young woman, young people, youth, youngsters
孔	あな	hole, opening, perforation / pit, hollow, hole (in the ground, etc.) / burrow, den, lair, holt, hole / deficit, shortage, missing person (in a team, meeting, etc.) / vacancy, opening / flaw / well-kept secret place / upset victory (with a large payoff) / pit (of a theater) / hiding place, hideout / underbelly (of society, etc.)
刑事訴訟法	けいじそしょうほう	Code of Criminal Procedure
包含	ほうがん	inclusion, comprehension, implication, containing, covering
承	しょう	second line of a four-line Chinese poem
接合	せつごう	union, joining / conjugation
洋	なだ	open sea
再開	さいかい	reopening, resumption, restarting
居住者	きょじゅうしゃ	resident, inhabitant
持続	じぞく	continuation, persisting, lasting, sustaining, enduring
青い	あおい	blue, azure / green / pale, gray, grey / unripe, inexperienced
前面	ぜんめん	front part, frontage, facade / initial pledge (e.g. election), opening slogan
露光	ろこう	(photographic) exposure
収穫	しゅうかく	harvest, crop, ingathering / fruits (of one's labors), gain, result, returns
収納	しゅうのう	storage, putting away / receipt (of funds, payment, etc.) / harvesting
一人称	いちにんしょう	first person
にわたり	にわたり	throughout, over a period of ..., over a span of ...
行程	こうてい	journey, course, distance, march, flight, drive, leg (of a journey, relay race, etc.) / itinerary / stroke (of a piston), throw (of a switch)
ウェブサイト	ウェブサイト	website, web site
国立大学	こくりつだいがく	national university
捨てる	すてる	to throw away, to cast away, to dump, to discard / to abandon, to desert, to leave / to give up, to resign
寄附金	きふきん	donation, contribution, endowment
税理士試験	ぜいりししけん	certified tax accountant exam (examination), tax accountant exam (examination)
協力者	きょうりょくしゃ	collaborator, cooperator, coworker, ally
奈良	なら	Nara (city, prefecture)
かけら	かけら	fragment, broken piece, chip, splinter, shard / ounce (of truth, conscience, etc.), trace, shred, scrap
次式	じしき	following equation
きもの	きもの	kimono, Japanese traditional clothing (esp. full-length) / clothing, clothes
正格	せいかく	correct rules
家事	かじ	housework, domestic chores / family affairs, household matters
民主化	みんしゅか	democratization, democratisation
正義	せいぎ	justice, right, righteousness / correct meaning, correct explanation
ポリス	ポリス	police / polis (ancient Greek city state) / -city
添字	そえじ	subscript, superscript / index
互い	たがい	each other, one another
相互作用	そうごさよう	interaction
運命	うんめい	fate, destiny, lot
円運動	えんうんどう	circular motion
プリミティブ	プリミティブ	primitive, crude, archaic
